X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
-3.26712230646091,-6.48306373349403,-2.69939880595028,-7.96440706201269,2.66097273936342,5.30160064855334,-1.48445522524226,-2.83381369484554,-0.757826797304158,-2.23408685054172,-13.9768967572794
0.632632802807314,1.18340867481186,0.187764616962326,0.547672115293261,-1.02863904289784,-2.1108447867704,2.62844466580838,4.99712481905991,-2.44057148406401,-7.18903330297518,1.22185358832552
-0.373329227499834,-0.729741085527035,-0.655048885794725,-1.95292962625128,2.06627046986905,4.16544339456813,1.42641977614281,2.71232027939185,1.89455564771001,5.60153400797154,12.1772270890919
-0.402865723055896,-0.783543192563341,0.180165786385995,0.501404175252207,1.09819119042708,2.1925586697147,-0.653114440753968,-1.24532078274571,4.24409444288364,12.5060718056211,9.01212503411493
0.143224295261345,0.200906674989922,1.03050560598285,3.02639487414697,-3.71668412949067,-7.36926306481706,-3.23243908638586,-6.15137608596109,3.47556576333954,10.2561894078895,-18.5217810443451
-2.32599633273947,-4.62529050321334,-0.732793686529231,-2.13654149387518,-0.237549347552745,-0.489763643599093,2.68206195433683,5.0913488218948,-1.16050163696792,-3.43841957746824,-3.76009561361563
0.186096435273279,0.41646421075975,3.48911311842664,10.2193959956722,2.07784574537141,4.09836282732621,-0.977150655038455,-1.87542966141451,-1.00765707200084,-2.96092312684684,22.6082979802812
1.48989950759516,2.85536189287191,1.04548945993546,3.05763023225371,-0.953001992977307,-1.86537035389018,1.18805370712846,2.24095937041886,-2.41905489931826,-7.14792238967529,3.53820516873968
-2.42713980025398,-4.84217457183673,2.94716433244099,8.71341927925729,2.19705126947005,4.38850449706134,1.27443577232565,2.41078439689097,-0.39403423201017,-1.15350706187113,23.3444518249845
0.760997319886665,1.51721374677169,0.405421871825464,1.19606121118429,-3.30542532067942,-6.51885393674885,1.94047304533144,3.68908690208695,-3.29299384185068,-9.69433812185988,-9.69432360427518
-1.34390944523722,-2.63892846585106,-3.81209341904782,-11.1570406636243,4.18870264523871,8.28723571987317,-0.0907877834220158,-0.166728057345652,-2.73966478233875,-8.07315750993081,-6.02740548692666
1.24164824547258,2.56611010583274,-0.239859407674304,-0.737241182556182,0.262388601041238,0.604612505180004,4.12084867741437,7.83849250081721,1.29730893724757,3.81899248023342,17.0488142866924
1.38204704603667,2.75491558796401,-0.098988466992313,-0.322366263261943,0.390331259782479,0.816166440965841,0.14993983637448,0.287342238037365,1.90865530097406,5.65069635734595,9.21856310151082
2.46879082573359,4.91074483445811,3.4546725158216,10.2777224390202,1.45896999817445,2.94390480433396,1.76120616429986,3.33667409380778,-0.0915308619148076,-0.259268090851265,35.6518598338547
1.28653960393668,2.56275514364859,0.259852236794,0.823534047481551,-0.28124706232327,-0.640754390636109,0.0168571239773346,0.0198465426472039,0.846741644038565,2.49815746448454,4.53584567177967
-0.405014202889979,-0.756915052961383,-3.93590770733221,-11.5736323262693,-1.35325510224893,-2.6456295131004,-3.08239547234906,-5.8591207811945,2.41378389693522,7.11498341297004,-34.3325123670342
1.18706452977038,2.24411121745148,0.880661219089869,2.5166073445349,1.34078057681655,2.73956481440594,-1.51879014634855,-2.90103675917578,-0.0132820070232687,-0.0447912169878894,11.1168326656569
0.773229986270378,1.49950601860466,-1.21941177174287,-3.61313663713453,2.52484447827697,4.96630710471993,-0.75740258057732,-1.44090436657405,0.388023916782455,1.14754075429387,7.91182596400997
-0.172357655379684,-0.28595436186264,-1.50701181492082,-4.42134305352123,-1.87784916446207,-3.63912405619748,1.08854503607766,2.06192189634651,2.14806017820541,6.35304265681749,-10.9613056544499
